1:8027706	ENSG00000116288	-4.48475055955185	8.31824759003996e-06	0.00644962280337715	-0.212530768368039
1:8039949	ENSG00000116288	-4.48298928266995	8.38559624447635e-06	0.00644962280337715	-0.213627297401833
1:8024690	ENSG00000116288	-4.47905011468299	8.53811906430284e-06	0.00644962280337715	-0.212232255494538
1:8047668	ENSG00000116288	-4.47660203689225	8.6342419990916e-06	0.00644962280337715	-0.213963485450746
1:8048357	ENSG00000116288	-4.47660203689225	8.6342419990916e-06	0.00644962280337715	-0.213963485450746
1:8033468	ENSG00000116288	-4.46466031319069	9.11817378689443e-06	0.00644962280337715	-0.212526991849346
1:8036075	ENSG00000116288	-4.46466031319069	9.11817378689443e-06	0.00644962280337715	-0.212526991849346
1:8021778	ENSG00000116288	-4.46161142436131	9.24582758383812e-06	0.00644962280337715	-0.211579299570266
1:8044361	ENSG00000116288	-4.40326524598598	1.20447983400147e-05	0.00644962280337715	-0.208916994100253
1:8028865	ENSG00000116288	-4.4027674957461	1.20718457738887e-05	0.00644962280337715	-0.209035509965791
1:8056453	ENSG00000116288	-4.38612664368534	1.30102665479636e-05	0.00644962280337715	-0.209708051450468
1:8056669	ENSG00000116288	-4.38612664368534	1.30102665479636e-05	0.00644962280337715	-0.209708051450468
1:8066914	ENSG00000116288	-4.38612664368534	1.30102665479636e-05	0.00644962280337715	-0.209708051450468
1:8069022	ENSG00000116288	-4.38612664368534	1.30102665479636e-05	0.00644962280337715	-0.209708051450468
1:8075894	ENSG00000116288	-4.38612664368534	1.30102665479636e-05	0.00644962280337715	-0.209708051450468
1:8079494	ENSG00000116288	-4.33450031056932	1.63858782263318e-05	0.00719208423811689	-0.207171914017343
1:8084051	ENSG00000116288	-4.32715624440055	1.69292343844645e-05	0.00719208423811689	-0.206813203122374
1:8085328	ENSG00000116288	-4.32084909049783	1.74095637824239e-05	0.00719208423811689	-0.206302699913653
1:8119903	ENSG00000116288	-4.17790092721121	3.25112760076756e-05	0.0102366809732634	-0.203080510310014
1:8110906	ENSG00000116288	-4.15892106965777	3.52737592492349e-05	0.0102366809732634	-0.202578473738904
1:8145294	ENSG00000116288	-4.14792815940433	3.69744095816734e-05	0.0102366809732634	-0.205975533579245
1:8111314	ENSG00000116288	-4.14779027005056	3.69962288637652e-05	0.0102366809732634	-0.201875771258241
1:8112351	ENSG00000116288	-4.14779027005056	3.69962288637652e-05	0.0102366809732634	-0.201875771258241
1:8086527	ENSG00000116288	-4.14604253048649	3.72738504771567e-05	0.0102366809732634	-0.198918107090492
1:8121822	ENSG00000116288	-4.14054144009956	3.81606675764805e-05	0.0102366809732634	-0.201173432412138
1:8123062	ENSG00000116288	-4.14054144009956	3.81606675764805e-05	0.0102366809732634	-0.201173432412138
1:8123684	ENSG00000116288	-4.14054144009956	3.81606675764805e-05	0.0102366809732634	-0.201173432412138
1:8023634	ENSG00000116288	-4.13818975556861	3.85458670321913e-05	0.0102366809732634	-0.193189235053137
1:8151224	ENSG00000116288	-4.10802627076184	4.38261924681552e-05	0.0107248994633556	-0.205102575980595
1:8108754	ENSG00000116288	-4.10438772536805	4.45077380767706e-05	0.0107248994633556	-0.200527454060971
1:8125107	ENSG00000116288	-4.10331219408296	4.4711119333516e-05	0.0107248994633556	-0.199026341297889
1:8121125	ENSG00000116288	-4.07154233699094	5.11328356995601e-05	0.0115822243048189	-0.197639291549538
1:8098730	ENSG00000116288	-4.06032646239559	5.36021865034735e-05	0.0115822243048189	-0.197984164665079
1:8102801	ENSG00000116288	-4.06032646239559	5.36021865034735e-05	0.0115822243048189	-0.197984164665079
1:8094164	ENSG00000116288	-4.05082757982159	5.57816358724723e-05	0.0115822243048189	-0.197127036103115
1:8149549	ENSG00000116288	-4.04958377520846	5.60731676941207e-05	0.0115822243048189	-0.200358586742808
